Name,Date,Location,Stars,Subject,Comment,Response,Title
KaushikBasu0605,27 May 2015,"
Kolkata, India
",4,Nice stay @ Kodai,"
The hotel room is of really good format and clear glass wall with window to get a great view of sunrise. However, there is renovation happening and hence there is construction work happening which may not be too safe particularly with children around.Also slightly away from the town, so having a car is a necessity. The restaurant has great food...
",,"
Kodai - Valley View, A Sterling Holidays Resort
"
Sudeep K,4 August 2015,"
",4,Enjoyed our stay,"
We had a good stay at both Sterling properties (Ooty & Kodaikanal). Ooty Elk hill is a good property with good views. Rooms were quite good & spacious. The breakfast spread is also great & restaurant serves good quality food. Overall had a very pleasant stay & kids enjoyed a lot.
",,"
Ooty - Elk Hill, A Sterling Holidays Resort
"
Sreejith2685,4 August 2015,"
Bengaluru (Bangalore), India
",4,Good hotel with the possibilities of improvement,"
A Sterling property do ensure a level of high standard and the Elk Hill does follow the suite. It's a good hotel with a nice view of Ooty city from the top, which will give you a fabulous view especially during night. As the resort is on a hill, the place is only accessible using personal or hired vehicle. Now...
",,"
Ooty - Elk Hill, A Sterling Holidays Resort
"
VishalSantani87,2 August 2015,"
",5,Amazing Ooty and excellent service,"
Had been here twice.. Once with family and once with friends..
Both the times, pleasant service extended by the resort staff and especially by Shikha..
Ooty is such an amazing place to b at and in that excellent service of this resort tend to be a rewarding point of vacation..
Would love to be here again and definitely recommended place...
",,"
Ooty - Elk Hill, A Sterling Holidays Resort
"
Senthamilarasu,1 August 2015,"
Chennai, India
",5,We really enjoyed our stay,"
From the time we entered the resort, we received very good service from reception, bell boy, restaurant, house keeping and travel desk. All the people, especially from the restaurant, were very courteous and friendly. The taste of the food was delicious. Rooms and the bath rooms were neat and clean with all the amenities. Overall it was very good.
",,"
Ooty - Elk Hill, A Sterling Holidays Resort
"
Jaya3033,28 July 2015,"
Chennai, India
",5,To Ooty was a weekend outing and family get together. sterling always meets our expectation.,"
At Sterling Elk Hill we opted for Studio Apt.. Rooms were clean, quite, convenient and room service was good.
I have to mention about the location, we really had beautiful view from our room could see the entire hill. Sterling Elk Hill has been tastefully landscaped. We can just relax and have a cup of tea either from the room...
",,"
Ooty - Elk Hill, A Sterling Holidays Resort
"
Swati P,28 July 2015,"
",4,Family vacation @ Elk Hill Ooty,"
I had been with my family here for 2 nights. Excellent place to stay. Rooms and linen were clean . Food was excellent thanks to Chef Vikas. The reception lady and the manager were nice and helping people. Thanks to the friendly staff Mr. Vignesh, Safikul Islam, Gokul, Nishet, Sonam, Ankit and shyam for serving us a nice dinner.
Special...
",,"
Ooty - Elk Hill, A Sterling Holidays Resort
"
vinoth19852015,25 July 2015,"
Tiruchirappalli, India
",4,Nice vacation in ooty,"
I stayed there 3nights with my wife.we came there for our honeymoon.its nice place for newly married couples.really unforgettable moments in our life at ooty.The hotel in very beautiful place and the room services n maintenance is very good.Thank you for the opportunity.
",,"
Ooty - Elk Hill, A Sterling Holidays Resort
"
YoutanPoluo,22 July 2015,"
Bengaluru (Bangalore), India
",3,The resort is location is scenic.But renovation is going on all over the resort.,"
I stayed there for 2 nights 3 days.I booked 2 premium suits.We were given rooms in old block.One was good.Other one was very old and untidy.Renovation is going on in that resort.So not very clean.Passages are dirty.When we arrived we were made to wait 2 hours.No early checkin ,though I asked /requested over phone and mail.Even the lift was not...
",,"
Ooty - Elk Hill, A Sterling Holidays Resort
"
Aastha2015,20 July 2015,"
Bengaluru (Bangalore), India
",5,Amazing Time in Ooty,"
Hi All, i visited Ooty on July 10th, choose to stay in Elk Hills hotel, i read reviews of almost all good hotels and decided to try Elk Hills. I must say the property is huge, very well maintained. Rooms are clean spacious & views are great. Food in the Cafe Blue was awesome. They forgot to give us the...
",,"
Ooty - Elk Hill, A Sterling Holidays Resort
"
pushp2015,11 July 2015,"
Gurgaon, India
",3,Nice Hotel ...under going maintainance,"
Its an old property with a very good view. We booked a suite at a very reasonable price but they charged for an extra bed 1500 + txs which i feel was not required because the bed was already their in the suite room.Other then that everything was good. Breakfast was nice . The room they had given was neat...
",,"
Ooty - Elk Hill, A Sterling Holidays Resort
"
ANKIT B,21 May 2015,"
",5,Superb resort for to stay in south goa,"
Superb resort, friendly staff, great hospitality,nicely clean room, awesone food, spacialy thanks to resort's head chef Mr.GOPALSWAROOP SHARMA & Mr.LAXMINARAYAN for to arrenge for us JAIN food.
All over gr8 and memorable trip for us.
",,"
Goa - Villagio, A Sterling Holidays Resort
"
GChandrasekar,20 May 2015,"
Chennai, Tamil Nadu, India
",4,A nice getaway in South Goa,"
This relatively new sterling holidays property is tucked away in a cosy corner of Betalbatim village and nearly a km away from the beach.. I went there with family (totally 10 adults & 3 Kids) in the first week of May. We were warmly welcomed at the reception with a big namaste and check in was smooth. The room was...
",,"
Goa - Villagio, A Sterling Holidays Resort
"
Jakes_a2,15 May 2015,"
Lebanon
",4,A Quiet getaway in south Goa,"
Tucked away in a quite corner of Betalbatim village and a km away from the beach is this relatively new sterling holidays property. I went there with family in the third week of March. We were warmly welcomed at the reception and check in was smooth. The room was fairly spacious with all necessary amenities. Provision for locking the cupboard...
",,"
Goa - Villagio, A Sterling Holidays Resort
"
Guruyb,11 May 2015,"
Bengaluru (Bangalore), India
",4,Fantastic holiday,"
This is my 3rd time staying at this resort and very time my family n I had a great experience and this time was no exception. What makes it a great destination is its location and top notch staff. Very thing seems to be hassle free and quick. Rooms are clean n elegant. Very responsive and courteious staff starting security...
",,"
Goa - Villagio, A Sterling Holidays Resort
"
Pratik M,4 May 2015,"
Bangalore, India
",4,Nice place to Rest and enjoy many nearby beaches in South Goa,"
Entry into the resort is welcoming by staff as well as ambiance, the rooms are very good and Big and especially provided to me was near to swimming pool, Activity room and Restaurant.
The Buffet in breakfast was very good for those who like American breakfast with South-Indian combination. Both are my favorites and Buffet dinner is OK taking into...
",,"
Goa - Villagio, A Sterling Holidays Resort
"
Yadhiraj,16 April 2015,"
Kochi
",4,A memorable stay,"
Far from the madding crowd just walk-able distance from a secluded Betalbatim beach is this great property of sterling. Like its name it gives you the feeling of being in a village. I believe a Goa trip should consist of only beaches, bars & pool...and Villagio is just the place for it. The rooms were excellent and so was the...
","
Dear Sir,
Namaste!
Thank you for choosing to holiday with us at Goa - Villagio. We genuinely appreciate your taking the time to share your review of our resort.
We are concerned to learn that certain incidents were a cause of letdown in your otherwise pleasant experience. At Sterling, we aim to deliver the best-in-class holidays to our members and...
","
Goa - Villagio, A Sterling Holidays Resort
"
amitmaheshwari2015,16 April 2015,"
Meerut, India
",4,Nice property,"
Good property to relax
near to beach 700 mts
good and friendly staff
1.2 km to colva beach from betalbetim beach walking
but no shopping area or night life
nice place to relax
good food but slightly costlier
",,"
Goa - Villagio, A Sterling Holidays Resort
"
Avijit M,14 April 2015,"
",5,annual managers meet,"
Tvs Sundaram Motors had annual managers meet during 10th to 12th april. Total member present 98.
Since we enter the resort and till we left the hospitality and arrangement by the resort team was outdtanding.
Special appreciation for food and personal care taken by each of the team members.
Great leadership and excellent team work.
best wishes.
mukherjee
",,"
Goa - Villagio, A Sterling Holidays Resort
"
AnkitBathija,9 April 2015,"
Mumbai (Bombay), India
",5,Best for leisure,"
The property is excellent, food is awesome and service is mindblowing. We stayed there for 3 nights and didn't have a single complaint from this place. The rooms are spacious and clean, the pool and the property is well-maintained, and they have a lot of leisure activities within the property like carrom, pool table, etc. and the beach is just...
",,"
Goa - Villagio, A Sterling Holidays Resort
"
