Review,Pos/Neg,Correlation
"
Our Company PAE had our Annual Conference at Sterling Emerald Bay from 4th April to 6th April, the rooms are excellent, good food, nice swimming pool, spa, however there needs improvement in conference facilities, like airconditioning in the hall, power failures. We had about 113 participants for the conference and all of them enjoyed their stay.
",pos,1.0
"
I stayed with my family during new year vacations there and there are few things to like about the place like they arranged one event on new year's eve which was fairly well managed. The river Kali is walakable and a good place to spend one evening. The pool is good and they arrange lots of customizable tours to local...
",neg,1.0
"
i was at sterling holiday karwar resort with my family in last week of march for 4 nights and 5 days.
it was pretty good to experience their hospitality and room services which was excellent
rooms layout , lobby , swimming pools were very good. only two things i don't like : 1) food quality and quantity compare to market...
",neg,1.0
"
I stayed in Emebrald bay karwar on 8th &9th March13.It was a nice relaxing experience.With friendly staff members we enjoyed karaoke music,table tenice,swimming & my kids were happy.There is a small area on the banks of Kali river which can be used for swimming with in a walkable distance.Sunset from the riverside facing the sea was amazing.
Food & Bar...
",pos,1.0
"
This was the best hotel in our entire trip of Himachal. Very clean and spacious rooms facing the river. Great food in the 360 restaurant, however, the service is very very slow! So be prepared to wait! Overall, a great place far from the maddening crowd!
",neg,0.6
"
It could have been slightly pricey but luckily the dinner buffets made up for it. It was a package that included the meals so I can't comment on the food pricing..but they tasted nice. The rooms are well done, toilets are clean and they've all you need and all that's needed. There is a big balcony as well. The rooms...
",neg,0.6
"
This place is overrated for sure, rooms are nice but the food management is pathetic - you will find stale food placed there with 50 rupees of Tea was Tasteless and dishes are so dirty, gives the feeling even low than a dhaba when you are eating there. I will not recommend this to anyone.
Very Bad Experience ..!!!
",neg,1.0
"
Its not a sterling property but they have taken it on lease from the existing hotel just 10 months ago.... Therefore, you can feel some difference.
Pros:
1. Felt this was the best property in dharamshala.
2. The river behind the hotel is a great picnic spot and is a few steps away. It too clean and we loved spending...
",pos,1.0
"
As a sterling member, I am shocked to see that new hotel added in Dharamshala is nothing more than a ""Neat Budget Hotel"" with small rooms.
Firstly on location, it is nice near a river but quite inside from main road and town. Hotel is divided in two parts across a public road, which is quite strange.
Rooms are neat...
",pos,1.0
"
We visited Sterling Dharamshala during our himachal pradesh trip. This is a new addition to sterling resorts offering and it is quite a basic hotel. As a member, I am quite disappointed to see new additions by sterling being of such low quality and management should understand that their members expect decent big vacation resorts.
Location of this hotel is...
",neg,1.0
"
this place is heaven on earth. its a beautiful place to meditate and have a relaxing holiday. we were a group of two couples and children and we all loved the resort. we didnt feel like coming back to the city. the food was great and very tasty. the staff was excellent and very helpful. one could smell fresh air...
",pos,1.0
"
Pros:- The hotel is nice and clean with a lovely view. Its is quiet. The staff and manager are extremely polite and helpful. They take you on some lovely treks. The Indian food is very nice.
Cons:-It is a bit far from Dharamshala and travel to and fro is Rs.600/- besides there is nothing much to see do around the...
",pos,0.8
"
The Sanctuary hotel provides all the comfort of a hotel, be it delicious food, cleanliness of beds and washroom, politeness of customer service at reception, courtesy of kitchen and dining staff, organized tour by sports and trekking staff and definitely it is peaceful and comfortable stay.
",pos,1.0
"
The resort is situated in a very nice location , with plenty to do around.
The river below is crystal clear ,and activities plenty to keep children busy.
Food is good and I recommend the place for all kind of visitors.
",neg,1.0
"
Well to make it short this resort is worth staying. The location is very good. Room size is also very good.
The only minus point is services.....
They lack the manpower. Slow room service.
Wifi is available only at the reception area and that too very very slow.
Hospitality is very good.
Food charges and taste also reasonable and good....
",pos,0.6
"
This Resort was ideally located right in front of the Lake which is a very prime location in Kodaikanal.Also this was very close to the shopping and other activities.Lots of fun to be enjoyed in the resort with the kids.The food and other activities are organised perfect.Total a good location for the family and kids to spend some good time.
",pos,1.0
